uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,Panel Respondent,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week
556,2020-05-09,Yes,Yes,0.254282,Good,76,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Yes,Caucasian,567.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,BUNCOMBE,True,week6
6151,2020-05-09,Yes,Yes,3.5476400000000003,Poor,43,Female,3.0,One,3.0,3.0,No,No,0.0,Yes,Yes,No,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,No,Caucasian,518.0,1.0,5.0,Republican,,3.0,3.0,2.0,5.0,3.0,2.0,,3.0,,,,,3.0,2.0,5.0,1.0,FORSYTH,True,week6
6152,2020-05-09,Yes,Yes,1.3093299999999999,Good,53,Female,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,No,Black,545.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,CRAVEN,False,week6
6153,2020-05-09,Yes,Yes,0.611041,Good,48,Female,3.0,One,1.0,0.0,Yes,Yes,1.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,No,Caucasian,518.0,1.0,5.0,Other / Unaffiliated,2.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,SURRY,True,week6
6154,2020-05-09,Yes,Yes,0.461398,Fair,74,Female,2.0,None,2.0,2.0,No,,3.0,Yes,9,9,9,9,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,Black,No,Black,IVR,No,Black,518.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,GUILFORD,True,week6
6155,2020-05-09,Yes,Yes,0.272624,Fair,89,Male,2.0,None,8.0,8.0,No,,0.0,Yes,Yes,,,,,,,,,,,,,0,White,IVR,No,Caucasian,518.0,5.0,5.0,Democrat,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,CASWELL,False,week6
6156,2020-05-09,Yes,Yes,1.3525200000000002,Poor,53,Female,2.0,None,5.0,9.0,No,,1.0,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,545.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,BEAUFORT,False,week6
6157,2020-05-09,Yes,Yes,0.799104,Very Good,83,Male,3.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,517.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,WATAUGA,False,week6
6158,2020-05-09,Yes,Yes,0.391034,Good,81,Female,2.0,None,9.0,9.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,No,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WAKE,True,week6
6159,2020-05-09,No,,0.584176,Fair,90,Male,4.0,None,2.0,2.0,No,,2.0,No,Yes,Yes,No,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,No,,,,,,,,,,,,,,,,,,,,,,,,True,week6
6160,2020-05-09,Yes,Yes,0.569932,Very Good,56,Female,3.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,No,Caucasian,544.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,CURRITUCK,True,week6
6161,2020-05-09,Yes,Yes,0.680505,Good,63,Male,2.0,None,6.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,No,Caucasian,560.0,2.0,5.0,Other / Unaffiliated,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,WAKE,True,week6
6162,2020-05-09,Yes,Yes,0.799104,Fair,79,Male,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,WATAUGA,False,week6
6163,2020-05-09,Yes,Yes,0.223671,Good,83,Male,2.0,None,1.0,0.0,No,,0.0,Yes,,,,,5.0,Yes,No,No,Most are reacting appropriately,No real changes,Yes,No,White,No,White,IVR,No,Caucasian,560.0,1.0,5.0,Republican,3.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,WAKE,True,week6
6164,2020-05-09,No,,0.181346,Very Good,70,Female,2.0,None,0.0,,Yes,,9.0,No,No,No,No,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,Black,No,Black,IVR,No,,,,,,,,,,,,,,,,,,,,,,,,True,week6
6165,2020-05-09,Yes,Yes,0.754728,Very Good,46,Female,4.0,Two,4.0,2.0,Yes,Yes,0.0,Yes,Yes,No,No,Yes,5.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,No,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,2.0,4.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,WATAUGA,True,week6
6166,2020-05-09,No,,0.430357,Good,80,Female,1.0,None,3.0,3.0,Yes,,1.0,No,Yes,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,No,,,,,,,,,,,,,,,,,,,,,,,,True,week6
6167,2020-05-09,Yes,Yes,1.7910599999999999,Good,63,Female,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,517.0,5.0,5.0,Democrat,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,CALDWELL,False,week6
6168,2020-05-09,Yes,Yes,0.20083900000000002,Good,77,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,No,Caucasian,518.0,1.0,5.0,Republican,,2.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,GUILFORD,False,week6
6169,2020-05-09,Yes,Yes,0.336731,Good,72,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,No,Caucasian,517.0,5.0,5.0,Democrat,3.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,ROWAN,True,week6
2633,2020-05-09,Yes,Yes,1.7910599999999999,Good,59,Female,5.0,None,4.0,4.0,,,,,,,,,,,,,,,,,,0,White,IVR,Yes,Caucasian,517.0,1.0,5.0,Republican,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,WATAUGA,False,week6
201,2020-05-09,Yes,Yes,0.187327,Fair,77,Female,2.0,None,4.0,4.0,No,,2.0,No,Yes,Yes,Yes,Yes,3.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Yes,Caucasian,575.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,CHEROKEE,True,week6
6170,2020-05-09,Yes,Yes,0.391034,Good,75,Female,2.0,None,0.0,,No,,0.0,Yes,,,,,9.0,,,,,,,,,0,White,IVR,No,Caucasian,560.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,WAYNE,False,week6
4067,2020-05-09,Yes,Yes,0.20083900000000002,Good,79,Female,2.0,None,4.0,2.0,Yes,,1.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Yes,Caucasian,518.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,GUILFORD,True,week6
6171,2020-05-09,Yes,Yes,0.611041,Good,64,Female,2.0,None,2.0,2.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,No,White,IVR,No,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,RANDOLPH,True,week6
6172,2020-05-09,Yes,Yes,1.8359400000000001,Fair,48,Male,4.0,One,3.0,1.0,Yes,No,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,No,Caucasian,545.0,2.0,4.0,Other / Unaffiliated,,3.0,2.0,1.0,2.0,3.0,3.0,,4.0,,,,,3.0,1.0,4.0,1.0,ONSLOW,True,week6
6173,2020-05-09,No,,6.027909999999999,Good,26,Female,5.0,Three or more,0.0,,No,No,0.0,Yes,No,No,No,Yes,4.0,Yes,No,Unsure,Most are overreacting to the actual risks,Small changes,No,No,White,Yes,White,IVR,No,,,,,,,,,,,,,,,,,,,,,,,,True,week6
6174,2020-05-09,Yes,Yes,0.187327,Very Good,71,Female,2.0,None,4.0,0.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,No,White,IVR,No,Caucasian,567.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,POLK,True,week6
6175,2020-05-09,Yes,Yes,1.3525200000000002,Fair,63,Female,3.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,8.0,Yes,No,Unsure,Most are overreacting to the actual risks,Small changes,No,No,White,Yes,White,IVR,No,Caucasian,570.0,4.0,5.0,Democrat,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,2.0,ROBESON,True,week6
6176,2020-05-09,Yes,Yes,1.1897,Fair,60,Female,2.0,None,0.0,,Yes,,0.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,No,Caucasian,560.0,1.0,3.0,Other / Unaffiliated,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,HALIFAX,True,week6
4164,2020-05-09,Yes,Yes,0.20083900000000002,Good,73,Female,1.0,None,2.0,2.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Yes,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,STOKES,True,week6
